Date,Total_Value,Cash_Accumulated
2018-01-29,44959.857135772705,36000
2018-01-30,44482.765674591064,36000
2018-01-31,45523.80400466919,37000
2018-02-01,45478.307636260986,37000
2018-02-02,44508.80614089966,37000
2018-02-05,42688.80453872681,37000
2018-02-06,43474.55550003052,37000
2018-02-07,43238.30443191528,37000
2018-02-08,41638.80453872681,37000
2018-02-09,42277.55614089966,37000
2018-02-12,42855.056674957275,37000
2018-02-13,42998.55528640747,37000
2018-02-14,43558.55475234985,37000
2018-02-15,44120.30592727661,37000
2018-02-16,44115.05614089966,37000
2018-02-20,43849.055393218994,37000
2018-02-21,43619.80582046509,37000
2018-02-22,43672.306354522705,37000
2018-02-23,44386.306674957275,37000
2018-02-26,44895.55464553833,37000
2018-02-27,44325.05560684204,37000
2018-02-28,44835.055072784424,38000
2018-03-01,44246.14627456665,38000
2018-03-02,44480.63583755493,38000
2018-03-05,44988.99518203735,38000
2018-03-06,45101.76605606079,38000
2018-03-07,45082.07594680786,38000
2018-03-08,45291.50561904907,38000
2018-03-09,46071.945728302,38000
2018-03-12,46027.195728302,38000
2018-03-13,45724.68529129028,38000
2018-03-14,45484.82594680786,38000
2018-03-15,45441.864963531494,38000
2018-03-16,45488.40671157837,38000
2018-03-19,44883.38583755493,38000
2018-03-20,44962.14627456665,38000
2018-03-21,44858.32594680786,38000
2018-03-22,43748.52649307251,38000
2018-03-23,42821.305072784424,38000
2018-03-26,43795.06550979614,38000
2018-03-27,43039.68529129028,38000
2018-03-28,42919.75561904907,38000
2018-03-29,43535.51605606079,38000
2018-04-02,42533.114963531494,38000
2018-04-03,43070.114963531494,38000
2018-04-04,43564.15671157837,38000
2018-04-05,43877.40671157837,38000
2018-04-06,42916.174854278564,38000
2018-04-09,43089.805072784424,38000
2018-04-10,43796.854526519775,38000
2018-04-11,43565.945728302,38000
2018-04-12,43929.31550979614,38000
2018-04-13,43807.5968208313,38000
2018-04-16,44162.01605606079,38000
2018-04-17,44634.57594680786,38000
2018-04-18,44659.63583755493,38000
2018-04-19,44416.195728302,38000
2018-04-20,44058.195728302,38000
2018-04-23,44038.50561904907,38000
2018-04-24,43440.64627456665,38000
2018-04-25,43551.62540054321,38000
2018-04-26,43997.33638381958,38000
2018-04-27,44043.87540054321,38000
2018-04-30,44685.87540054321,39000
2018-05-01,44781.036182403564,39000
2018-05-02,44477.25551223755,39000
2018-05-03,44372.946964263916,39000
2018-05-04,44958.546405792236,39000
2018-05-07,45097.62540054321,39000
2018-05-08,45095.796405792236,39000
2018-05-09,45531.334506988525,39000
2018-05-10,45955.89584732056,39000
2018-05-11,46067.52595901489,39000
2018-05-14,46118.76573562622,39000
2018-05-15,45804.00551223755,39000
2018-05-16,45997.985065460205,39000
2018-05-17,45959.55662918091,39000
2018-05-18,45846.0947303772,39000
2018-05-21,46180.985065460205,39000
2018-05-22,46049.22484207153,39000
2018-05-23,46191.96461868286,39000
2018-05-24,46104.12540054321,39000
2018-05-25,45988.834506988525,39000
2018-05-29,45459.96461868286,39000
2018-05-30,46056.546405792236,39000
2018-05-31,46760.084506988525,40000
2018-06-01,47250.02644729614,40000
2018-06-04,47457.596561431885,40000
2018-06-05,47523.04484939575,40000
2018-06-06,47900.78564834595,40000
2018-06-07,47878.346561431885,40000
2018-06-08,48027.947132110596,40000
2018-06-11,48089.65462112427,40000
2018-06-12,48170.06325149536,40000
2018-06-13,47979.32530593872,40000
2018-06-14,48117.703479766846,40000
2018-06-15,48076.566104888916,40000
2018-06-18,47962.495990753174,40000
2018-06-19,47781.10576248169,40000
2018-06-20,47867.12701797485,40000
2018-06-21,47569.79484939575,40000
2018-06-22,47653.947132110596,40000
2018-06-25,46997.57530593872,40000
2018-06-26,47100.42587661743,40000
2018-06-27,46711.465534210205,40000
2018-06-28,46776.91667556763,40000
2018-06-29,47894.72473526001,41000
2018-07-02,47950.11636734009,41000
2018-07-03,47757.20450210571,41000
2018-07-05,48164.0354347229,41000
2018-07-06,48563.22473526001,41000
2018-07-09,48991.065784454346,41000
2018-07-10,49161.05858230591,41000
2018-07-11,48826.8056678772,41000
2018-07-12,49243.18718338013,41000
2018-07-13,49285.207416534424,41000
2018-07-16,49254.64671707153,41000
2018-07-17,49464.74788284302,41000
2018-07-18,49554.518115997314,41000
2018-07-19,49367.33601760864,41000
2018-07-20,49321.49788284302,41000
2018-07-23,49415.08601760864,41000
2018-07-24,49646.194385528564,41000
2018-07-25,50098.86345291138,41000
2018-07-26,49951.79555130005,41000
2018-07-27,49629.005084991455,41000
2018-07-30,49344.41695022583,41000
2018-07-31,50592.71461868286,42000
2018-08-01,50530.313190460205,42000
2018-08-02,50785.76866531372,42000
2018-08-03,51033.416522979736,42000
2018-08-06,51224.51866531372,42000
2018-08-07,51366.86485671997,42000
2018-08-08,51339.56795120239,42000
2018-08-09,51275.21461868286,42000
2018-08-10,50928.11485671997,42000
2018-08-13,50737.01866531372,42000
2018-08-14,51062.66533279419,42000
2018-08-15,50688.26866531372,42000
2018-08-16,51097.76390457153,42000
2018-08-17,51267.412952423096,42000
2018-08-20,51380.51628494263,42000
2018-08-21,51491.66771316528,42000
2018-08-22,51476.06438064575,42000
2018-08-23,51401.963428497314,42000
2018-08-24,51723.7181892395,42000
2018-08-27,52111.76628494263,42000
2018-08-28,52141.01509475708,42000
2018-08-29,52425.713428497314,42000
2018-08-30,52213.16414260864,42000
2018-08-31,53215.11604690552,43000
2018-09-04,53141.487018585205,43000
2018-09-05,52992.237018585205,43000
2018-09-06,52837.01726150513,43000
2018-09-07,52709.654346466064,43000
2018-09-10,52809.154346466064,43000
2018-09-11,53008.154346466064,43000
2018-09-12,53014.12410354614,43000
2018-09-13,53314.61604690552,43000
2018-09-14,53342.47288894653,43000
2018-09-17,53041.987018585205,43000
2018-09-18,53330.53337478638,43000
2018-09-19,53390.237018585205,43000
2018-09-20,53818.085803985596,43000
2018-09-21,53780.27531814575,43000
2018-09-24,53601.17653274536,43000
2018-09-25,53535.503131866455,43000
2018-09-26,53139.49507522583,43000
2018-09-27,53286.753131866455,43000
2018-09-28,54280.78337478638,44000
2018-10-01,54481.75758743286,44000
2018-10-02,54475.667835235596,44000
2018-10-03,54522.353870391846,44000
2018-10-04,54075.75758743286,44000
2018-10-05,53771.25758743286,44000
2018-10-08,53757.046100616455,44000
2018-10-09,53688.02684402466,44000
2018-10-10,51956.43709182739,44000
2018-10-11,50864.296100616455,44000
2018-10-12,51550.43709182739,44000
2018-10-15,51268.26721572876,44000
2018-10-16,52358.37312698364,44000
2018-10-17,52376.6485786438,44000
2018-10-18,51641.78647232056,44000
2018-10-19,51601.18709182739,44000
2018-10-22,51388.03647232056,44000
2018-10-23,51079.475605010986,44000
2018-10-24,49556.975605010986,44000
2018-10-25,50444.08461380005,44000
2018-10-26,46526.43589782715,44000
2018-10-29,44039.336040496826,44000
2018-10-30,45741.03575515747,44000
2018-10-31,49826.53504180908,45000
2018-11-01,52002.22751712799,45000
2018-11-02,49673.85518741608,45000
2018-11-05,49187.18928909302,45000
2018-11-06,50227.32193470001,45000
2018-11-07,54845.89208030701,45000
2018-11-08,53910.72751712799,45000
2018-11-09,51172.02739620209,45000
2018-11-12,46677.510769844055,45000
2018-11-13,46658.42533302307,45000
2018-11-14,45475.157371520996,45000
2018-11-15,47908.49414348602,45000
2018-11-16,47383.657371520996,45000
2018-11-19,42841.42533302307,45000
2018-11-20,40465.344871520996,45000
2018-11-21,40599.80446624756,45000
2018-11-23,39700.765323638916,45000
2018-11-26,42425.98018074036,45000
2018-11-27,42866.13632392883,45000
2018-11-28,46930.54646682739,45000
2018-11-29,46499.75732421875,45000
2018-11-30,48473.71460914612,46000
2018-12-03,50959.966797828674,46000
2018-12-04,45356.34121417999,46000
2018-12-06,46016.15240097046,46000
2018-12-07,44950.550594329834,46000
2018-12-10,45004.20217514038,46000
2018-12-11,45017.15070724487,46000
2018-12-12,45265.052852630615,46000
2018-12-13,45250.2525138855,46000
2018-12-14,44417.7525138855,46000
2018-12-17,43280.00082015991,46000
2018-12-18,43263.35149765015,46000
2018-12-19,40135.61318874359,46000
2018-12-20,38524.036747932434,46000
2018-12-21,37760.738408088684,46000
2018-12-24,36725.43903064728,46000
2018-12-26,38575.03726673126,46000
2018-12-27,39123.54046154022,46000
2018-12-28,38962.21792316437,46000
2018-12-31,40844.127594947815,47000
2019-01-02,41428.45124912262,47000
2019-01-03,37415.35192203522,47000
2019-01-04,42200.20209026337,47000
2019-01-07,43545.25343608856,47000
2019-01-08,44802.102763175964,47000
2019-01-09,45860.50175380707,47000
2019-01-10,46301.50343608856,47000
2019-01-11,45750.25343608856,47000
2019-01-14,44559.55141735077,47000
2019-01-15,47029.15326786041,47000
2019-01-16,47095.30057621002,47000
2019-01-17,48197.80057621002,47000
2019-01-18,49520.80141735077,47000
2019-01-22,46786.60192203522,47000
2019-01-23,46830.702931404114,47000
2019-01-24,47657.577931404114,47000
2019-01-25,49355.424735069275,47000
2019-01-28,47536.302258491516,47000
2019-01-29,46191.25091266632,47000
2019-01-30,49653.10023975372,47000
2019-01-31,52836.049735069275,48000
2019-02-01,52161.801449775696,48000
2019-02-04,54072.177307128906,48000
2019-02-05,55499.34032154083,48000
2019-02-06,55061.0785074234,48000
2019-02-07,52813.5785074234,48000
2019-02-08,53083.27610683441,48000
2019-02-11,52959.66292095184,48000
2019-02-12,55252.113949775696,48000
2019-02-13,55364.487235069275,48000
2019-02-14,55566.76257801056,48000
2019-02-15,56229.7752494812,48000
2019-02-19,56566.90367889404,48000
2019-02-20,56521.95265007019,48000
2019-02-21,55881.415493011475,48000
2019-02-22,57095.06326389313,48000
2019-02-25,57724.364807128906,48000
2019-02-26,57904.164635658264,48000
2019-02-27,57724.364807128906,48000
2019-02-28,58364.76515007019,49000
2019-03-01,59531.13567352295,49000
2019-03-04,59542.56875419617,49000
2019-03-05,59691.22497558594,49000
2019-03-06,58662.07323074341,49000
2019-03-07,56523.72945213318,49000
2019-03-08,56203.5508480072,49000
2019-03-11,59714.095499038696,49000
2019-03-12,60686.06875419617,49000
2019-03-13,62001.095499038696,49000
2019-03-14,61726.653579711914,49000
2019-03-15,63258.94375419617,49000
2019-03-18,63830.69375419617,49000
2019-03-19,64471.05532455444,49000
2019-03-20,65191.45718383789,49000
2019-03-21,68210.3008480072,49000
2019-03-22,63750.64910316467,49000
2019-03-25,63350.4258480072,49000
2019-03-26,64219.48392868042,49000
2019-03-27,62961.63567352295,49000
2019-03-28,63361.85892868042,49000
2019-03-29,65791.23392868042,50000
2019-04-01,68380.2633972168,50000
2019-04-02,69134.9151687622,50000
2019-04-03,70330.74375152588,50000
2019-04-04,70226.25357437134,50000
2019-04-05,71282.7633972168,50000
2019-04-08,71840.04286575317,50000
2019-04-09,71050.56251144409,50000
2019-04-10,72199.95446014404,50000
2019-04-11,71654.28304290771,50000
2019-04-12,72536.64552307129,50000
2019-04-15,72594.69463729858,50000
2019-04-16,73302.90534591675,50000
2019-04-17,74034.33215713501,50000
2019-04-18,74266.53304290771,50000
2019-04-22,74893.47410583496,50000
2019-04-23,77737.92056274414,50000
2019-04-24,76983.27764892578,50000
2019-04-25,77842.4151687622,50000
2019-04-26,78121.05268859863,50000
2019-04-29,78539.0133972168,50000
2019-04-30,77739.45985412598,51000
2019-05-01,76845.5163154602,51000
2019-05-02,75904.51272583008,51000
2019-05-03,79480.31380271912,51000
2019-05-06,78057.05237960815,51000
2019-05-07,73516.72666168213,51000
2019-05-08,72869.79005908966,51000
2019-05-09,71717.06559753418,51000
2019-05-10,71917.0259437561,51000
2019-05-13,64483.126302719116,51000
2019-05-14,66506.27773857117,51000
2019-05-15,69270.4634437561,51000
2019-05-16,71434.76362323761,51000
2019-05-17,69211.65184116364,51000
2019-05-20,65741.7134437561,51000
2019-05-21,67717.81380271912,51000
2019-05-22,66835.62630271912,51000
2019-05-23,63683.2759437561,51000
2019-05-24,63589.178277015686,51000
2019-05-28,62906.95112323761,51000
2019-05-29,61330.7759437561,51000
2019-05-30,62060.04968738556,51000
2019-05-31,60072.37809753418,52000
2019-06-03,56233.21463012695,52000
2019-06-04,60789.97627258301,52000
2019-06-05,62129.49499511719,52000
2019-06-06,63564.69590759277,52000
2019-06-07,67188.57444763184,52000
2019-06-10,69640.37809753418,52000
2019-06-11,69903.49499511719,52000
2019-06-12,68719.45755004883,52000
2019-06-13,69843.69590759277,52000
2019-06-14,68934.73791503906,52000
2019-06-17,70190.53700256348,52000
2019-06-18,73228.37809753418,52000
2019-06-19,74089.49499511719,52000
2019-06-20,76122.69590759277,52000
2019-06-21,75775.85481262207,52000
2019-06-24,75751.93882751465,52000
2019-06-25,71876.89682006836,52000
2019-06-26,72785.85481262207,52000
2019-06-27,73575.21463012695,52000
2019-06-28,74886.1771850586,53000
2019-07-01,77868.31569957733,53000
2019-07-02,78813.86921977997,53000
2019-07-03,80559.50293064117,53000
2019-07-05,80038.23506069183,53000
2019-07-08,78353.20830059052,53000
2019-07-09,79529.09228038788,53000
2019-07-10,81880.8602399826,53000
2019-07-11,81662.65487003326,53000
2019-07-12,83032.4940404892,53000
2019-07-15,83735.60126018524,53000
2019-07-16,82547.59219074249,53000
2019-07-17,81323.22634983063,53000
2019-07-18,81674.77995967865,53000
2019-07-19,79698.8065404892,53000
2019-07-22,81577.7977399826,53000
2019-07-23,83153.71719074249,53000
2019-07-24,84923.61032962799,53000
2019-07-25,82499.11032962799,53000
2019-07-26,84947.85126018524,53000
2019-07-29,84159.88691043854,53000
2019-07-30,83032.4940404892,53000
2019-07-31,80529.09228038788,54000
2019-08-01,79399.79452800751,54000
2019-08-02,75766.39565181732,54000
2019-08-05,67812.19621372223,54000
2019-08-06,68682.43241977692,54000
2019-08-07,68729.058426857,54000
2019-08-08,70065.49147129059,54000
2019-08-09,69578.57811069489,54000
2019-08-12,68765.31431674957,54000
2019-08-13,69827.21589756012,54000
2019-08-14,67731.90684604645,54000
2019-08-15,67944.2887430191,54000
2019-08-16,68936.2552652359,54000
2019-08-19,69780.59779453278,54000
2019-08-20,69241.87336826324,54000
2019-08-21,69801.31431674957,54000
2019-08-22,69775.41273593903,54000
2019-08-23,67990.90684604645,54000
2019-08-26,68742.0052652359,54000
2019-08-27,68472.64305210114,54000
2019-08-28,68946.61747837067,54000
2019-08-29,69840.16273593903,54000
2019-08-30,70811.67652988434,55000
2019-09-03,70419.80107212067,55000
2019-09-04,71171.98524570465,55000
2019-09-05,72110.89717197418,55000
2019-09-06,72163.49235630035,55000
2019-09-09,72181.90428256989,55000
2019-09-10,72197.68364048004,55000
2019-09-11,72715.79396152496,55000
2019-09-12,72928.82331943512,55000
2019-09-13,72910.41139316559,55000
2019-09-16,72671.08845615387,55000
2019-09-17,72868.33845615387,55000
2019-09-18,72913.04396152496,55000
2019-09-19,72897.2646036148,55000
2019-09-20,72508.02171421051,55000
2019-09-23,72557.99235630035,55000
2019-09-24,71958.35267734528,55000
2019-09-25,72397.56620883942,55000
2019-09-26,71913.64717197418,55000
2019-09-27,71511.2574930191,55000
2019-09-30,72863.67652988434,56000
2019-10-01,71987.91685581207,56000
2019-10-02,70719.66685581207,56000
2019-10-03,71280.36848545074,56000
2019-10-04,72268.26359653473,56000
2019-10-07,71958.54261875153,56000
2019-10-08,70842.48457431793,56000
2019-10-09,71501.97490024567,56000
2019-10-10,71987.91685581207,56000
2019-10-11,72738.1862039566,56000
2019-10-14,72671.4362039566,56000
2019-10-15,73373.64750766754,56000
2019-10-16,73258.83131504059,56000
2019-10-17,73456.41685581207,56000
2019-10-18,73154.70555210114,56000
2019-10-21,73664.67652988434,56000
2019-10-22,73405.6862039566,56000
2019-10-23,73621.95555210114,56000
2019-10-24,73742.10881137848,56000
2019-10-25,74049.1571817398,56000
2019-10-28,74479.023270607,56000
2019-10-29,74430.9652261734,56000
2019-10-30,74692.62815952301,56000
2019-10-31,75452.32164096832,57000
2019-11-01,76167.8282327652,57000
2019-11-04,76470.22691440582,57000
2019-11-05,76373.02262973785,57000
2019-11-06,76413.52098178864,57000
2019-11-07,76683.52098178864,57000
2019-11-08,76869.82164096832,57000
2019-11-11,76721.32493686676,57000
2019-11-12,76872.52427768707,57000
2019-11-13,76904.9229593277,57000
2019-11-14,77007.52427768707,57000
2019-11-15,77579.9229593277,57000
2019-11-18,77628.52098178864,57000
2019-11-19,77590.7252664566,57000
2019-11-20,77318.02262973785,57000
2019-11-21,77199.22197055817,57000
2019-11-22,77369.32328891754,57000
2019-11-25,77955.22691440582,57000
2019-11-26,78111.82328891754,57000
2019-11-27,78479.02757358551,57000
2019-11-29,79179.32328891754,58000
2019-12-02,78535.42161655426,58000
2019-12-03,77984.68730258942,58000
2019-12-04,78483.36094760895,58000
2019-12-05,78628.5889749527,58000
2019-12-06,79327.28563022614,58000
2019-12-09,79086.16429233551,58000
2019-12-10,79012.18730258942,58000
2019-12-11,79217.68730258942,58000
2019-12-12,79913.6412820816,58000
2019-12-13,79943.78563022614,58000
2019-12-16,80508.22496128082,58000
2019-12-17,80524.66429233551,58000
2019-12-18,80530.1412820816,58000
2019-12-19,80864.42161655426,58000
2019-12-20,81275.42161655426,58000
2019-12-23,80963.06596469879,58000
2019-12-24,80963.06596469879,58000
2019-12-26,81376.80864048004,58000
2019-12-27,81376.80864048004,58000
2019-12-30,80930.18730258942,58000
2019-12-31,82138.42161655426,59000
2020-01-02,82864.16871738434,59000
2020-01-03,82260.30229282379,59000
2020-01-06,82567.77668857574,59000
2020-01-07,82340.63465976715,59000
2020-01-08,82764.44432163239,59000
2020-01-09,83335.06364536285,59000
2020-01-10,83096.84770298004,59000
2020-01-13,83645.30229282379,59000
2020-01-14,83534.50398349762,59000
2020-01-15,83720.09770298004,59000
2020-01-16,84418.13465976715,59000
2020-01-17,84703.44432163239,59000
2020-01-21,84528.93296909332,59000
2020-01-22,84551.09770298004,59000
2020-01-23,84634.19432163239,59000
2020-01-24,83864.13465976715,59000
2020-01-27,82534.5380411148,59000
2020-01-28,83426.47837924957,59000
2020-01-29,83343.37330722809,59000
2020-01-30,83603.75398349762,59000
2020-01-31,83107.95567417145,60000
2020-02-03,83712.10395908356,60000
2020-02-04,85001.89293003082,60000
2020-02-05,85962.91670322418,60000
2020-02-06,86255.15910434723,60000
2020-02-07,85816.79121494293,60000
2020-02-10,86432.18190097809,60000
2020-02-11,86589.54121494293,60000
2020-02-12,87145.92430210114,60000
2020-02-13,87061.62773227692,60000
2020-02-14,87207.74464511871,60000
2020-02-18,86968.89293003082,60000
2020-02-19,87387.58876132965,60000
2020-02-20,87044.76841831207,60000
2020-02-21,86142.75224399567,60000
2020-02-24,83262.50224399567,60000
2020-02-25,80761.60395908356,60000
2020-02-26,80404.73704624176,60000
2020-02-27,76841.65910434723,60000
2020-02-28,77378.00224399567,61000
2020-03-02,80822.92363071442,61000
2020-03-03,78599.20744419098,61000
2020-03-04,81848.16813755035,61000
2020-03-05,79113.2467508316,61000
2020-03-06,77789.80571079254,61000
2020-03-09,71803.08519077301,61000
2020-03-10,75125.88432407379,61000
2020-03-11,71411.16380405426,61000
2020-03-12,64524.16380405426,61000
2020-03-13,70533.60484409332,61000
2020-03-16,62277.72709751129,61000
2020-03-17,72425.24908733368,61000
2020-03-18,68478.94568157196,61000
2020-03-19,70064.16541576385,61000
2020-03-20,67020.96831798553,61000
2020-03-23,64963.50792980194,61000
2020-03-24,71158.14657115936,61000
2020-03-25,69508.30808162689,61000
2020-03-26,80828.46358013153,61000
2020-03-27,72432.27457714081,61000
2020-03-30,80044.38432788849,61000
2020-03-31,78822.82333087921,62000
2020-04-01,69044.72858333588,62000
2020-04-02,70658.18118953705,62000
2020-04-03,69615.08174800873,62000
2020-04-06,74345.63007259369,62000
2020-04-07,74385.2815618515,62000
2020-04-08,76907.62821102142,62000
2020-04-09,78048.32988643646,62000
2020-04-13,77291.93118953705,62000
2020-04-14,79649.58454036713,62000
2020-04-15,77917.18212032318,62000
2020-04-16,78310.63007259369,62000
2020-04-17,80470.0259771347,62000
2020-04-20,79021.2759771347,62000
2020-04-21,76608.72951412201,62000
2020-04-22,78292.3308172226,62000
2020-04-23,78277.08454036713,62000
2020-04-24,79411.68491268158,62000
2020-04-27,80558.47858333588,62000
2020-04-28,80186.37821102142,62000
2020-04-29,82251.23416805267,62000
2020-04-30,82534.48230648041,63000
2020-05-01,80284.96268367767,63000
2020-05-04,80538.34494686127,63000
2020-05-05,81279.94306087494,63000
2020-05-06,80733.00702571869,63000
2020-05-07,81687.81589412689,63000
2020-05-08,83053.60004329681,63000
2020-05-11,83065.96268367767,63000
2020-05-12,81394.27155208588,63000
2020-05-13,79951.23740291595,63000
2020-05-14,80915.31589412689,63000
2020-05-15,81279.94306087494,63000
2020-05-18,83764.29627132416,63000
2020-05-19,82973.25702571869,63000
2020-05-20,84326.67853450775,63000
2020-05-21,83721.04117488861,63000
2020-05-22,83909.52664852142,63000
2020-05-26,84987.94306087494,63000
2020-05-27,86227.02664852142,63000
2020-05-28,86057.08042049408,63000
2020-05-29,87443.33042049408,64000
2020-06-01,87823.97080135345,64000
2020-06-02,88544.6900396347,64000
2020-06-03,89711.5669927597,64000
2020-06-04,89483.8130865097,64000
2020-06-05,91767.64585018158,64000
2020-06-08,92878.3746099472,64000
2020-06-09,92220.04965877533,64000
2020-06-10,91645.97080135345,64000
2020-06-11,86373.17270565033,64000
2020-06-12,87412.1285161972,64000
2020-06-15,88207.73422908783,64000
2020-06-16,89929.97080135345,64000
2020-06-17,89518.1285161972,64000
2020-06-18,89599.2515630722,64000
2020-06-19,89071.97080135345,64000
2020-06-22,89661.64585018158,64000
2020-06-23,90067.2515630722,64000
2020-06-24,87767.8130865097,64000
2020-06-25,88694.45346736908,64000
2020-06-26,86619.64585018158,64000
2020-06-29,87427.73422908783,64000
2020-06-30,89591.48813533783,65000
2020-07-01,90204.5289068222,65000
2020-07-02,90659.56967830658,65000
2020-07-06,92065.77353572845,65000
2020-07-07,91111.44736385345,65000
2020-07-08,91787.6919927597,65000
2020-07-09,91320.00852108002,65000
2020-07-10,92236.40659236908,65000
2020-07-13,91402.17160701752,65000
2020-07-14,92625.09006404877,65000
2020-07-15,93446.6919927597,65000
2020-07-16,93174.92697811127,65000
2020-07-17,93421.40659236908,65000
2020-07-20,94198.77353572845,65000
2020-07-21,94394.6919927597,65000
2020-07-22,94931.88620662689,65000
2020-07-23,93797.44736385345,65000
2020-07-24,93190.73276424408,65000
2020-07-27,93870.13083553314,65000
2020-07-28,93288.6919927597,65000
2020-07-29,94416.81430721283,65000
2020-07-30,94072.3658208847,65000
2020-07-31,95859.21237850189,66000
2020-08-03,96462.11731624603,66000
2020-08-04,96867.25354671478,66000
2020-08-05,97470.15848445892,66000
2020-08-06,98124.11432552338,66000
2020-08-07,98175.14575862885,66000
2020-08-10,98487.76926326752,66000
2020-08-11,97693.46237850189,66000
2020-08-12,99030.07315731049,66000
2020-08-13,98861.00354671478,66000
2020-08-14,98861.00354671478,66000
2020-08-17,99180.00354671478,66000
2020-08-18,99387.3515996933,66000
2020-08-19,98966.26926326752,66000
2020-08-20,99278.89276790619,66000
2020-08-21,99632.97809505463,66000
2020-08-24,100644.21237850189,66000
2020-08-25,100995.11432552338,66000
2020-08-26,102025.47809505463,66000
2020-08-27,102229.64276790619,66000
2020-08-28,102893.15848445892,66000
2020-08-31,103532.68692684174,67000
2020-09-01,104498.68692684174,67000
2020-09-02,106018.52731990814,67000
2020-09-03,102354.16574764252,67000
2020-09-04,101536.29282283783,67000
2020-09-08,98750.99478816986,67000
2020-09-09,100695.86771297455,67000
2020-09-10,98937.75046443939,67000
2020-09-11,99011.81400203705,67000
2020-09-14,100296.5908575058,67000
2020-09-15,100811.79282283783,67000
2020-09-16,100406.06967830658,67000
2020-09-17,99530.22928524017,67000
2020-09-18,98374.25046443939,67000
2020-09-21,97308.4312505722,67000
2020-09-22,98290.52731990814,67000
2020-09-23,96017.20810604095,67000
2020-09-24,96281.25046443939,67000
2020-09-25,97820.41007137299,67000
2020-09-28,99456.16574764252,67000
2020-09-29,98470.84653377533,67000
2020-09-30,100227.54849910736,68000
2020-10-01,100861.30246639252,68000
2020-10-02,99925.30087947845,68000
2020-10-05,101667.29611873627,68000
2020-10-06,100250.30087947845,68000
2020-10-07,101966.30048274994,68000
2020-10-08,102866.5469121933,68000
2020-10-09,103779.79611873627,68000
2020-10-12,105450.30087947845,68000
2020-10-13,104777.54849910736,68000
2020-10-14,104124.30524349213,68000
2020-10-15,104000.80365657806,68000
2020-10-16,103913.04730892181,68000
2020-10-19,102346.55484676361,68000
2020-10-20,102749.55167293549,68000
2020-10-21,102564.29929256439,68000
2020-10-22,103126.55286312103,68000
2020-10-23,103477.54849910736,68000
2020-10-26,101576.29651546478,68000
2020-10-27,101241.5469121933,68000
2020-10-28,97764.05286312103,68000
2020-10-29,98791.05405330658,68000
2020-10-30,98682.80286312103,69000
2020-11-02,99831.00965023041,69000
2020-11-03,101591.16165828705,69000
2020-11-04,103877.70563411713,69000
2020-11-05,105910.93326473236,69000
2020-11-06,105897.77045345306,69000
2020-11-09,107217.06366634369,69000
2020-11-10,107078.87924861908,69000
2020-11-11,107832.29205989838,69000
2020-11-12,106835.4224615097,69000
2020-11-13,108286.31366634369,69000
2020-11-16,109599.02045345306,69000
2020-11-17,109052.87924861908,69000
2020-11-18,107730.30286312103,69000
2020-11-19,108181.03125667572,69000
2020-11-20,107457.22724056244,69000
2020-11-23,108092.20487117767,69000
2020-11-24,109842.47724056244,69000
2020-11-25,109661.53125667572,69000
2020-11-27,109974.085272789,69000
2020-11-30,110480.585272789,70000
2020-12-01,111695.69635677338,70000
2020-12-02,111931.42365169525,70000
2020-12-03,111898.22162532806,70000
2020-12-04,112861.01959896088,70000
2020-12-07,112651.85797786713,70000
2020-12-08,112977.22162532806,70000
2020-12-09,111974.585272789,70000
2020-12-10,111921.46405696869,70000
2020-12-11,111778.69635677338,70000
2020-12-14,111267.42365169525,70000
2020-12-15,112804.585272789,70000
2020-12-16,112977.22162532806,70000
2020-12-17,113591.42365169525,70000
2020-12-18,113136.585272789,70000
2020-12-21,112787.97919368744,70000
2020-12-22,112107.38324642181,70000
2020-12-23,112197.01959896088,70000
2020-12-24,112645.22162532806,70000
2020-12-28,113624.6155462265,70000
2020-12-29,113385.585272789,70000
2020-12-30,113538.30243587494,70000
