Date,Total_Value,Cash_Accumulated
2011-06-24,4729.084124684334,5000
2011-06-27,4958.864152133465,5000
2011-06-28,5181.359318852425,5000
2011-06-29,5246.25164270401,5000
2011-06-30,6445.57514744997,6000
2011-07-01,6744.180417358875,6000
2011-07-05,6841.367791235447,6000
2011-07-06,6914.252827942371,6000
2011-07-07,7194.055291235447,6000
2011-07-08,7134.4878814816475,6000
2011-07-11,6752.0204885602,6000
2011-07-12,6587.432809174061,6000
2011-07-13,6675.207792341709,6000
2011-07-14,6445.57514744997,6000
2011-07-15,6701.85784560442,6000
2011-07-18,6591.352844774723,6000
2011-07-19,7056.110489666462,6000
2011-07-20,6957.357971727848,6000
2011-07-21,7098.4330614209175,6000
2011-07-22,7318.667666494846,6000
2011-07-25,7275.562971174717,6000
2011-07-26,7315.537826836109,6000
2011-07-27,6760.642683327198,6000
2011-07-28,6796.690327942371,6000
2011-07-29,7730.855166494846,7000
2011-08-01,7626.433932483196,7000
2011-08-02,7047.601491987705,7000
2011-08-03,7230.34521907568,7000
2011-08-04,6246.410271823406,7000
2011-08-05,6232.9703914523125,7000
2011-08-08,5838.730340182781,7000
2011-08-09,6096.3302547335625,7000
2011-08-10,5377.3458797335625,7000
2011-08-11,6067.570770025253,7000
2011-08-12,6221.914453327656,7000
2011-08-15,6490.32899671793,7000
2011-08-16,6323.524643659592,7000
2011-08-17,6220.957248330116,7000
2011-08-18,5318.869705319405,7000
2011-08-19,5218.869705319405,7000
2011-08-22,5222.869796872139,7000
2011-08-23,5869.239887356758,7000
2011-08-24,6007.603311657906,7000
2011-08-25,5719.0065776109695,7000
2011-08-26,6132.13333427906,7000
2011-08-29,6653.973402142525,7000
2011-08-30,6789.376282811165,7000
2011-08-31,7828.912971615791,8000
2011-09-01,7607.947890877724,8000
2011-09-02,7075.38272857666,8000
2011-09-06,7027.282867431641,8000
2011-09-07,7223.582649230957,8000
2011-09-08,7148.182907104492,8000
2011-09-09,6962.282867431641,8000
2011-09-12,7011.683006286621,8000
2011-09-13,7068.882827758789,8000
2011-09-14,7167.68310546875,8000
2011-09-15,7289.882926940918,8000
2011-09-16,7332.782669067383,8000
2011-09-19,7265.18310546875,8000
2011-09-20,7253.483085632324,8000
2011-09-21,7036.382827758789,8000
2011-09-22,6817.9827880859375,8000
2011-09-23,6811.482887268066,8000
2011-09-26,6975.282669067383,8000
2011-09-27,7054.582748413086,8000
2011-09-28,6915.4827880859375,8000
2011-09-29,6964.882926940918,8000
2011-09-30,7801.082649230957,9000
2011-10-03,7562.582626342773,9000
2011-10-04,7727.582969665527,9000
2011-10-05,7880.583038330078,9000
2011-10-06,8032.082786560059,9000
2011-10-07,7970.582809448242,9000
2011-10-10,8239.082946777344,9000
2011-10-11,8236.082878112793,9000
2011-10-12,8311.082878112793,9000
2011-10-13,8299.08317565918,9000
2011-10-14,8435.583152770996,9000
2011-10-17,8278.082695007324,9000
2011-10-18,8443.083038330078,9000
2011-10-19,8338.08292388916,9000
2011-10-20,8375.58292388916,9000
2011-10-21,8536.082878112793,9000
2011-10-24,8644.083061218262,9000
2011-10-25,8477.582969665527,9000
2011-10-26,8558.583106994629,9000
2011-10-27,8852.582969665527,9000
2011-10-28,8861.58317565918,9000
2011-10-31,9635.08285522461,10000
2011-11-01,9379.722778320312,10000
2011-11-02,9527.562957763672,10000
2011-11-03,9703.962829589844,10000
2011-11-04,9648.523162841797,10000
2011-11-07,9703.962829589844,10000
2011-11-08,9819.882598876953,10000
2011-11-09,9465.403137207031,10000
2011-11-10,9551.08285522461,10000
2011-11-11,9737.562957763672,10000
2011-11-14,9643.482727050781,10000
2011-11-15,9693.882598876953,10000
2011-11-16,9537.643188476562,10000
2011-11-17,9384.763214111328,10000
2011-11-18,9371.32290649414,10000
2011-11-21,9203.32290649414,10000
2011-11-22,9154.602752685547,10000
2011-11-23,8961.403137207031,10000
2011-11-25,8934.523162841797,10000
2011-11-28,9201.643188476562,10000
2011-11-29,9228.523162841797,10000
2011-11-30,10606.523162841797,11000
2011-12-01,10599.162994384766,11000
2011-12-02,10593.64321899414,11000
2011-12-05,10707.723022460938,11000
2011-12-06,10716.922882080078,11000
2011-12-07,10751.882629394531,11000
2011-12-08,10521.882629394531,11000
2011-12-09,10698.523162841797,11000
2011-12-12,10545.802825927734,11000
2011-12-13,10446.442657470703,11000
2011-12-14,10330.523162841797,11000
2011-12-15,10369.162994384766,11000
2011-12-16,10376.523162841797,11000
2011-12-19,10271.64321899414,11000
2011-12-20,10575.242797851562,11000
2011-12-21,10606.523162841797,11000
2011-12-22,10705.882629394531,11000
2011-12-23,10726.122741699219,11000
2011-12-27,10737.162994384766,11000
2011-12-28,10606.523162841797,11000
2011-12-29,10702.202545166016,11000
2011-12-30,11661.723022460938,12000
2012-01-03,11833.422714233398,12000
2012-01-04,11853.623176574707,12000
2012-01-05,11892.002899169922,12000
2012-01-06,11867.7631149292,12000
2012-01-09,11885.943145751953,12000
2012-01-10,11986.943145751953,12000
2012-01-11,11999.06265258789,12000
2012-01-12,12025.322868347168,12000
2012-01-13,11974.822868347168,12000
2012-01-17,12007.142837524414,12000
2012-01-18,12140.46280670166,12000
2012-01-19,12205.102745056152,12000
2012-01-20,12205.102745056152,12000
2012-01-23,12217.223022460938,12000
2012-01-24,12199.042991638184,12000
2012-01-25,12306.102745056152,12000
2012-01-26,12243.483238220215,12000
2012-01-27,12227.322868347168,12000
2012-01-30,12186.922714233398,12000
2012-01-31,13180.86296081543,13000
2012-02-01,13305.12289428711,13000
2012-02-02,13331.282661437988,13000
2012-02-03,13518.762794494629,13000
2012-02-06,13499.142761230469,13000
2012-02-07,13540.562461853027,13000
2012-02-08,13568.902694702148,13000
2012-02-09,13584.162628173828,13000
2012-02-10,13492.60302734375,13000
2012-02-13,13595.062461853027,13000
2012-02-14,13575.443260192871,13000
2012-02-15,13516.58316040039,13000
2012-02-16,13662.642761230469,13000
2012-02-17,13695.34309387207,13000
2012-02-21,13704.062461853027,13000
2012-02-22,13658.282661437988,13000
2012-02-23,13723.682495117188,13000
2012-02-24,13743.302528381348,13000
2012-02-27,13767.282661437988,13000
2012-02-28,13815.24292755127,13000
2012-02-29,14741.12289428711,14000
2012-03-01,14837.062858581543,14000
2012-03-02,14797.28328704834,14000
2012-03-05,14734.10317993164,14000
2012-03-06,14504.78328704834,14000
2012-03-07,14619.44278717041,14000
2012-03-08,14759.842430114746,14000
2012-03-09,14816.002822875977,14000
2012-03-12,14823.022537231445,14000
2012-03-13,15087.44278717041,14000
2012-03-14,15075.742073059082,14000
2012-03-15,15152.962501525879,14000
2012-03-16,15174.023429870605,14000
2012-03-19,15237.202644348145,14000
2012-03-20,15195.082572937012,14000
2012-03-21,15171.682929992676,14000
2012-03-22,15054.682929992676,14000
2012-03-23,15113.182929992676,14000
2012-03-26,15248.903358459473,14000
2012-03-27,15206.78328704834,14000
2012-03-28,15134.242073059082,14000
2012-03-29,15108.503715515137,14000
2012-03-30,16157.643501281738,15000
2012-04-02,16287.64266204834,15000
2012-04-03,16225.14266204834,15000
2012-04-04,16055.142585754395,15000
2012-04-05,16050.142471313477,15000
2012-04-09,15872.642700195312,15000
2012-04-10,15597.643081665039,15000
2012-04-11,15725.14266204834,15000
2012-04-12,15940.14281463623,15000
2012-04-13,15750.14323425293,15000
2012-04-16,15732.642356872559,15000
2012-04-17,15972.643081665039,15000
2012-04-18,15917.642776489258,15000
2012-04-19,15815.14281463623,15000
2012-04-20,15840.142433166504,15000
2012-04-23,15705.143157958984,15000
2012-04-24,15762.643043518066,15000
2012-04-25,15982.642356872559,15000
2012-04-26,16092.642967224121,15000
2012-04-27,16125.142280578613,15000
2012-04-30,17055.142585754395,16000
2012-05-01,17166.862098693848,16000
2012-05-02,17113.662910461426,16000
2012-05-03,16988.642585754395,16000
2012-05-04,16712.00234222412,16000
2012-05-07,16725.3031539917,16000
2012-05-08,16653.483032226562,16000
2012-05-09,16560.38242340088,16000
2012-05-10,16589.642585754395,16000
2012-05-11,16536.4423828125,16000
2012-05-14,16360.882423400879,16000
2012-05-15,16270.4423828125,16000
2012-05-16,16201.282829284668,16000
2012-05-17,15956.563316345215,16000
2012-05-18,15831.542991638184,16000
2012-05-21,16097.542991638184,16000
2012-05-22,16132.123275756836,16000
2012-05-23,16132.123275756836,16000
2012-05-24,16161.382423400879,16000
2012-05-25,16124.142585754395,16000
2012-05-29,16307.683235168457,16000
2012-05-30,16073.602951049805,16000
2012-05-31,17033.702545166016,17000
2012-06-01,16619.163276672363,17000
2012-06-04,16613.523147583008,17000
2012-06-05,16709.403190612793,17000
2012-06-06,17107.023147583008,17000
2012-06-07,17104.202545166016,17000
2012-06-08,17245.202545166016,17000
2012-06-11,17036.523147583008,17000
2012-06-12,17233.923362731934,17000
2012-06-13,17121.122932434082,17000
2012-06-14,17310.06241607666,17000
2012-06-15,17462.34267425537,17000
2012-06-18,17499.002975463867,17000
2012-06-19,17676.663276672363,17000
2012-06-20,17648.462631225586,17000
2012-06-21,17262.122932434082,17000
2012-06-22,17386.202545166016,17000
2012-06-25,17022.423362731934,17000
2012-06-26,17104.202545166016,17000
2012-06-27,17256.482803344727,17000
2012-06-28,17217.002975463867,17000
2012-06-29,18642.82250213623,18000
2012-07-02,18693.48309326172,18000
2012-07-03,18815.663047790527,18000
2012-07-05,18735.202911376953,18000
2012-07-06,18562.362365722656,18000
2012-07-09,18538.522956848145,18000
2012-07-10,18368.663047790527,18000
2012-07-11,18371.642547607422,18000
2012-07-12,18276.282638549805,18000
2012-07-13,18586.202911376953,18000
2012-07-16,18544.48309326172,18000
2012-07-17,18675.602684020996,18000
2012-07-18,18809.702911376953,18000
2012-07-19,18857.38286590576,18000
2012-07-20,18684.542320251465,18000
2012-07-23,18499.782638549805,18000
2012-07-24,18353.763275146484,18000
2012-07-25,18341.843002319336,18000
2012-07-26,18639.843002319336,18000
2012-07-27,18997.443229675293,18000
2012-07-30,18988.50245666504,18000
2012-07-31,19866.32250213623,19000
2012-08-01,19844.342597961426,19000
2012-08-02,19706.183029174805,19000
2012-08-03,20089.263412475586,19000
2012-08-06,20142.642837524414,19000
2012-08-07,20233.70192718506,19000
2012-08-08,20255.681831359863,19000
2012-08-09,20277.661735534668,19000
2012-08-10,20309.063652038574,19000
2012-08-13,20293.36269378662,19000
2012-08-14,20302.78231048584,19000
2012-08-15,20324.762214660645,19000
2012-08-16,20462.922981262207,19000
2012-08-17,20510.023460388184,19000
2012-08-20,20503.74211883545,19000
2012-08-21,20440.943077087402,19000
2012-08-22,20444.08374786377,19000
2012-08-23,20283.943077087402,19000
2012-08-24,20409.54355621338,19000
2012-08-27,20409.54355621338,19000
2012-08-28,20390.70192718506,19000
2012-08-29,20409.54355621338,19000
2012-08-30,20255.681831359863,19000
2012-08-31,21362.443077087402,20000
2012-09-04,21306.34368133545,20000
2012-09-05,21306.34368133545,20000
2012-09-06,21748.542472839355,20000
2012-09-07,21837.643882751465,20000
2012-09-10,21708.94408416748,20000
2012-09-11,21768.341667175293,20000
2012-09-12,21837.643882751465,20000
2012-09-13,22184.142372131348,20000
2012-09-14,22276.541969299316,20000
2012-09-17,22210.542976379395,20000
2012-09-18,22187.443077087402,20000
2012-09-19,22203.94408416748,20000
2012-09-20,22200.643379211426,20000
2012-09-21,22187.443077087402,20000
2012-09-24,22045.542976379395,20000
2012-09-25,21821.142875671387,20000
2012-09-26,21682.543479919434,20000
2012-09-27,21893.743278503418,20000
2012-09-28,22794.74227142334,21000
2012-10-01,22836.02321624756,21000
2012-10-02,22866.981956481934,21000
2012-10-03,22959.863426208496,21000
2012-10-04,23135.304161071777,21000
2012-10-05,23128.422691345215,21000
2012-10-08,23059.623741149902,21000
2012-10-09,22836.02321624756,21000
2012-10-10,22681.221641540527,21000
2012-10-11,22694.981956481934,21000
2012-10-12,22615.863426208496,21000
2012-10-15,22805.061851501465,21000
2012-10-16,23035.54384613037,21000
2012-10-17,23142.18300628662,21000
2012-10-18,23083.703636169434,21000
2012-10-19,22691.54384613037,21000
2012-10-22,22705.304161071777,21000
2012-10-23,22375.061851501465,21000
2012-10-24,22326.902061462402,21000
2012-10-25,22388.82216644287,21000
2012-10-26,22371.623741149902,21000
2012-10-31,23350.981956481934,22000
2012-11-01,23624.582725524902,22000
2012-11-02,23412.184043884277,22000
2012-11-05,23466.181846618652,22000
2012-11-06,23638.983055114746,22000
2012-11-07,23124.182945251465,22000
2012-11-08,22818.18349456787,22000
2012-11-09,22843.38338470459,22000
2012-11-12,22875.78343963623,22000
2012-11-13,22792.983604431152,22000
2012-11-14,22515.78343963623,22000
2012-11-15,22429.382835388184,22000
2012-11-16,22544.582725524902,22000
2012-11-19,23001.782890319824,22000
2012-11-20,23026.982780456543,22000
2012-11-21,23077.38256072998,22000
2012-11-23,23368.983055114746,22000
2012-11-26,23340.18239593506,22000
2012-11-27,23228.58327484131,22000
2012-11-28,23401.38173675537,22000
2012-11-29,23505.782066345215,22000
2012-11-30,24484.182945251465,23000
2012-12-03,24397.701683044434,23000
2012-12-04,24352.583518981934,23000
2012-12-05,24405.223289489746,23000
2012-12-06,24480.42214202881,23000
2012-12-07,24555.623863220215,23000
2012-12-10,24570.664207458496,23000
2012-12-11,24728.583518981934,23000
2012-12-12,24747.381797790527,23000
2012-12-13,24596.984092712402,23000
2012-12-14,24518.02156829834,23000
2012-12-17,24811.30397796631,23000
2012-12-18,25063.223289489746,23000
2012-12-19,24878.984092712402,23000
2012-12-20,25033.142601013184,23000
2012-12-21,24800.02156829834,23000
2012-12-24,24551.86305999756,23000
2012-12-26,24435.30397796631,23000
2012-12-27,24412.742027282715,23000
2012-12-28,24142.02156829834,23000
2012-12-31,25555.623863220215,24000
2013-01-02,26186.744102478027,24000
2013-01-03,26163.22206878662,24000
2013-01-04,26272.981590270996,24000
2013-01-07,26202.42147064209,24000
2013-01-08,26124.022666931152,24000
2013-01-09,26202.42147064209,24000
2013-01-10,26394.503623962402,24000
2013-01-11,26406.263145446777,24000
2013-01-14,26382.744102478027,24000
2013-01-15,26394.503623962402,24000
2013-01-16,26394.503623962402,24000
2013-01-17,26559.142906188965,24000
2013-01-18,26633.623863220215,24000
2013-01-22,26762.981590270996,24000
2013-01-23,26802.18398284912,24000
2013-01-24,26817.86434173584,24000
2013-01-25,26966.823265075684,24000
2013-01-28,26935.462547302246,24000
2013-01-29,27045.22206878662,24000
2013-01-30,26939.38338470459,24000
2013-01-31,27876.661949157715,25000
2013-02-01,28144.62343597412,25000
2013-02-04,27836.06256866455,25000
2013-02-05,28120.26442718506,25000
2013-02-06,28144.62343597412,25000
2013-02-07,28108.081825256348,25000
2013-02-08,28262.363807678223,25000
2013-02-11,28250.18430328369,25000
2013-02-12,28294.841453552246,25000
2013-02-13,28319.20355987549,25000
2013-02-14,28359.802940368652,25000
2013-02-15,28323.26442718506,25000
2013-02-19,28518.142692565918,25000
2013-02-20,28164.921577453613,25000
2013-02-21,28030.94393157959,25000
2013-02-22,28274.543312072754,25000
2013-02-25,27742.68430328369,25000
2013-02-26,27929.44393157959,25000
2013-02-27,28278.604179382324,25000
2013-02-28,29246.12343597412,26000
2013-03-01,29321.72356414795,26000
2013-03-04,29485.523307800293,26000
2013-03-05,29737.522666931152,26000
2013-03-06,29792.1215133667,26000
2013-03-07,29846.72356414795,26000
2013-03-08,29964.323051452637,26000
2013-03-11,30073.523948669434,26000
2013-03-12,30006.322410583496,26000
2013-03-13,30048.321769714355,26000
2013-03-14,30207.923820495605,26000
2013-03-15,30165.924461364746,26000
2013-03-18,30002.1215133667,26000
2013-03-19,29930.722282409668,26000
2013-03-20,30136.52138519287,26000
2013-03-21,29892.923820495605,26000
2013-03-22,29968.523948669434,26000
2013-03-25,29884.52202606201,26000
2013-03-26,30107.1215133667,26000
2013-03-27,30090.324333190918,26000
2013-03-28,30157.522666931152,26000
2013-04-01,30073.523948669434,26000
2013-04-02,30220.523307800293,26000
2013-04-03,29918.12279510498,26000
2013-04-04,30035.722282409668,26000
2013-04-05,29918.12279510498,26000
2013-04-08,30102.923820495605,26000
2013-04-09,30212.1215133667,26000
2013-04-10,30581.72356414795,26000
2013-04-11,30682.522666931152,26000
2013-04-12,30615.324333190918,26000
2013-04-15,29918.12279510498,26000
2013-04-16,30338.12279510498,26000
2013-04-17,29892.923820495605,26000
2013-04-18,29649.323051452637,26000
2013-04-19,29964.323051452637,26000
2013-04-22,30098.72292327881,26000
2013-04-23,30417.923820495605,26000
2013-04-24,30426.322410583496,26000
2013-04-25,30560.722282409668,26000
2013-04-26,30493.523948669434,26000
2013-04-29,30690.924461364746,26000
2013-04-30,31787.522666931152,27000
2013-05-01,31501.08438873291,27000
2013-05-02,31783.18173980713,27000
2013-05-03,32082.64279937744,27000
2013-05-06,32182.46425628662,27000
2013-05-07,32347.38306427002,27000
2013-05-08,32516.64279937744,27000
2013-05-09,32421.162269592285,27000
2013-05-10,32534.00319671631,27000
2013-05-13,32529.662269592285,27000
2013-05-14,32872.52266693115,27000
2013-05-15,33059.14279937744,27000
2013-05-16,32907.24346160889,27000
2013-05-17,33219.72399139404,27000
2013-05-20,33219.72399139404,27000
2013-05-21,33263.1233291626,27000
2013-05-22,33041.782402038574,27000
2013-05-23,32924.603858947754,27000
2013-05-24,32881.2045211792,27000
2013-05-28,33115.56160736084,27000
2013-05-29,32863.84412384033,27000
2013-05-30,33007.06160736084,27000
2013-05-31,33525.32134246826,28000
2013-06-03,33699.264472961426,28000
2013-06-04,33596.68297576904,28000
2013-06-05,33083.78229522705,28000
2013-06-06,33342.46311187744,28000
2013-06-07,33806.30352020264,28000
2013-06-10,33792.92406463623,28000
2013-06-11,33449.50215911865,28000
2013-06-12,33190.82134246826,28000
2013-06-13,33668.044609069824,28000
2013-06-14,33462.88161468506,28000
2013-06-17,33730.48433685303,28000
2013-06-18,33989.16175079346,28000
2013-06-19,33538.70420074463,28000
2013-06-20,32691.303520202637,28000
2013-06-21,32793.88161468506,28000
2013-06-24,32218.544609069824,28000
2013-06-25,32539.661750793457,28000
2013-06-26,32842.941886901855,28000
2013-06-27,33061.48433685303,28000
2013-06-28,33856.32134246826,29000
2013-07-01,34109.322746276855,29000
2013-07-02,34058.72246551514,29000
2013-07-03,34090.92232513428,29000
2013-07-05,34468.12218475342,29000
2013-07-08,34647.5219039917,29000
2013-07-09,34909.72176361084,29000
2013-07-10,34918.92372894287,29000
2013-07-11,35411.12358856201,29000
2013-07-12,35420.32204437256,29000
2013-07-15,35549.12148284912,29000
2013-07-16,35415.72457122803,29000
2013-07-17,35503.12218475342,29000
2013-07-18,35705.52330780029,29000
2013-07-19,35769.923027038574,29000
2013-07-22,35834.322746276855,29000
2013-07-23,35760.72457122803,29000
2013-07-24,35627.32415008545,29000
2013-07-25,35691.72386932373,29000
2013-07-26,35737.72316741943,29000
2013-07-29,35631.92162322998,29000
2013-07-30,35636.522605895996,29000
2013-07-31,36645.72457122803,30000
2013-08-01,37091.28211212158,30000
2013-08-02,37148.163414001465,30000
2013-08-05,37124.46196746826,30000
2013-08-06,36901.68138885498,30000
2013-08-07,36773.702980041504,30000
2013-08-08,36901.68138885498,30000
2013-08-09,36797.40442657471,30000
2013-08-12,36750.0015335083,30000
2013-08-13,36892.202980041504,30000
2013-08-14,36683.64182281494,30000
2013-08-15,36148.023124694824,30000
2013-08-16,36043.74254608154,30000
2013-08-19,35816.22457122803,30000
2013-08-20,35958.42240142822,30000
2013-08-21,35773.56269073486,30000
2013-08-22,36086.40442657471,30000
2013-08-23,36204.90442657471,30000
2013-08-26,36091.14182281494,30000
2013-08-27,35498.64182281494,30000
2013-08-28,35617.14182281494,30000
2013-08-29,35674.023124694824,30000
2013-08-30,36517.6022567749,31000
2013-09-03,36731.44344329834,31000
2013-09-04,37037.62210845947,31000
2013-09-05,37027.9037399292,31000
2013-09-06,37091.08240509033,31000
2013-09-09,37455.58240509033,31000
2013-09-10,37737.46329498291,31000
2013-09-11,37854.1022567749,31000
2013-09-12,37761.76477813721,31000
2013-09-13,37839.52285003662,31000
2013-09-16,38067.94344329834,31000
2013-09-17,38223.46329498291,31000
2013-09-18,38680.30448150635,31000
2013-09-19,38617.12210845947,31000
2013-09-20,38315.80448150635,31000
2013-09-23,37985.32433319092,31000
2013-09-24,37902.701515197754,31000
2013-09-25,37781.201515197754,31000
2013-09-26,37931.86403656006,31000
2013-09-27,37771.48314666748,31000
2013-09-30,38562.50299835205,32000
2013-10-01,38857.50116729736,32000
2013-10-02,38807.50193023682,32000
2013-10-03,38462.50452423096,32000
2013-10-04,38742.50330352783,32000
2013-10-07,38412.501472473145,32000
2013-10-08,37967.501777648926,32000
2013-10-09,37967.501777648926,32000
2013-10-10,38822.501319885254,32000
2013-10-11,39052.50467681885,32000
2013-10-14,39222.50284576416,32000
2013-10-15,38932.50193023682,32000
2013-10-16,39462.50452423096,32000
2013-10-17,39732.50116729736,32000
2013-10-18,39997.50437164307,32000
2013-10-21,40017.50482940674,32000
2013-10-22,40232.50116729736,32000
2013-10-23,40047.50360870361,32000
2013-10-24,40177.50467681885,32000
2013-10-25,40362.5022354126,32000
2013-10-28,40412.501472473145,32000
2013-10-29,40660.00284576416,32000
2013-10-30,40432.50193023682,32000
2013-10-31,41282.504219055176,33000
2013-11-01,41400.262031555176,33000
2013-11-04,41587.144844055176,33000
2013-11-05,41461.703437805176,33000
2013-11-06,41653.703437805176,33000
2013-11-07,41121.222969055176,33000
2013-11-08,41684.422187805176,33000
2013-11-11,41676.742500305176,33000
2013-11-12,41602.504219055176,33000
2013-11-13,41922.504219055176,33000
2013-11-14,42155.461250305176,33000
2013-11-15,42337.222969055176,33000
2013-11-18,42181.062812805176,33000
2013-11-19,42099.144844055176,33000
2013-11-20,41966.023750305176,33000
2013-11-21,42293.703437805176,33000
2013-11-22,42508.742500305176,33000
2013-11-25,42483.144844055176,33000
2013-11-26,42462.664375305176,33000
2013-11-27,42577.863594055176,33000
2013-11-29,43516.422187805176,34000
2013-12-02,43448.30362701416,34000
2013-12-03,43280.62378692627,34000
2013-12-04,43230.84314727783,34000
2013-12-05,43065.78186798096,34000
2013-12-06,43553.10202789307,34000
2013-12-09,43652.66330718994,34000
2013-12-10,43503.32138824463,34000
2013-12-11,43010.76410675049,34000
2013-12-12,42869.28186798096,34000
2013-12-13,42856.18106842041,34000
2013-12-16,43128.66330718994,34000
2013-12-17,42976.70282745361,34000
2013-12-18,43723.40442657471,34000
2013-12-19,43684.10202789307,34000
2013-12-20,43904.18106842041,34000
2013-12-23,44367.922187805176,34000
2013-12-24,44027.32138824463,34000
2013-12-26,44231.68106842041,34000
2013-12-27,44234.30362701416,34000
2013-12-30,44215.96170806885,34000
2013-12-31,45420.32138824463,35000
2014-01-02,45012.96433258057,35000
2014-01-03,44972.761878967285,35000
2014-01-06,44860.20236968994,35000
2014-01-07,45138.924659729004,35000
2014-01-08,45157.68253326416,35000
2014-01-09,45184.48416900635,35000
2014-01-10,45289.00400543213,35000
2014-01-13,44715.48416900635,35000
2014-01-14,45179.12302398682,35000
2014-01-15,45433.72220611572,35000
2014-01-16,45364.04367828369,35000
2014-01-17,45168.40482330322,35000
2014-01-21,45310.444496154785,35000
2014-01-22,45337.242042541504,35000
2014-01-23,44972.761878967285,35000
2014-01-24,44007.96433258057,35000
2014-01-27,43793.56351470947,35000
2014-01-28,44064.242042541504,35000
2014-01-29,43605.96433258057,35000
2014-01-30,44093.72220611572,35000
2014-01-31,44820.36106109619,36000
2014-02-03,43842.18323516846,36000
2014-02-04,44138.10373687744,36000
2014-02-05,44064.122566223145,36000
